Nombre de la tienda,Teléfono,Dirección,Ciudad,Código postal,Provincia,País,Página web,Google Maps,Latitud,Longitud
Olegario,963 51 97 17,"C. de Sant Vicent Màrtir, 17",València,46002,,ES,https://www.olegario.es/,"https://maps.google.com?daddr=C.%20de%20Sant%20Vicent%20M%C3%A0rtir%2C%2017,+Val%C3%A8ncia,++46002,+ES",39.47248000,-0.37672000
Náutica Noguera SL,965 78 07 78,"Carrer Castell d'Olimbroi, 9",Dénia,03700,Alicante,ES,http://www.nauticanoguera.com,"https://maps.google.com?daddr=Carrer%20Castell%20d%27Olimbroi%2C%209,+D%C3%A9nia,+Alicante+03700,+ES",38.84013000,0.11404600
Primichi Stores - Oficinas,966 35 06 91,C/ MOLINOU S/N NAVE 16,Mutxamiel,03110,Alicante,ES,https://www.primichi.com/,"https://maps.google.com?daddr=C%2F%20MOLINOU%20S%2FN%20NAVE%2016,+Mutxamiel,+Alicante+03110,+ES",38.41344500,-0.44515000
Intersport Rull,962 38 20 03,"Calle del Músico Martínez Valls, 4",Ontinyent,46870,Valencia,ES,https://www.intersport.es/,"https://maps.google.com?daddr=Calle%20del%20M%C3%BAsico%20Mart%C3%ADnez%20Valls%2C%204,+Ontinyent,+Valencia+46870,+ES",38.82279325,-0.60485808
Trànsit,971 30 36 92,"C/ d'Aragó, 45",Eivissa,07800,Illes Balears,ES,,"https://maps.google.com?daddr=C%2F%20d%27Arag%C3%B3%2C%2045,+Eivissa,+Illes%20Balears+07800,+ES",38.90906932,1.42779122
Náutica Ereso,+34971314122,"Avinguda de Santa Eulària des Riu, 23",Eivissa,07800,Illes Balears,ES,https://nauticaereso.com/,"https://maps.google.com?daddr=Avinguda%20de%20Santa%20Eul%C3%A0ria%20des%20Riu%2C%2023,+Eivissa,+Illes%20Balears+07800,+ES",38.91269920,1.43457560
El Corte Inglés Sevilla,+34670373148,"Plaza del Duque de la Victoria, 6",Sevilla,41002,Andalucia,ES,https://www.elcorteingles.es/helly-hansen/deportes/,"https://maps.google.com?daddr=Plaza%20del%20Duque%20de%20la%20Victoria%2C%206,+Sevilla,+Andalucia+41002,+ES",37.39281613,-5.99619982
El Corte Inglés,952 07 65 00,"Av. de Andalucía, 4",Málaga,29007,,ES,https://www.elcorteingles.es/helly-hansen/deportes/,"https://maps.google.com?daddr=Av.%20de%20Andaluc%C3%ADa%2C%204,+M%C3%A1laga,++29007,+ES",36.71736016,-4.42797725
Intersport Sports Cary,952 16 18 10,"Carrera Espinel, 92",Ronda,29400,Málaga,ES,https://www.intersport.es/,"https://maps.google.com?daddr=Carrera%20Espinel%2C%2092,+Ronda,+M%C3%A1laga+29400,+ES",36.74342578,-5.16400009
Hros. Antonio Moya Barrionuevo,952 38 00 30,C. Manuel Franco Cubeiro,Torremolinos,29620,Málaga,ES,,"https://maps.google.com?daddr=C.%20Manuel%20Franco%20Cubeiro,+Torremolinos,+M%C3%A1laga+29620,+ES",36.61293530,-4.51740230
ZSO Surf Snow,951 15 78 73,"C. Pedro de Paz, 2",Málaga,29006,,ES,,"https://maps.google.com?daddr=C.%20Pedro%20de%20Paz%2C%202,+M%C3%A1laga,++29006,+ES",36.70853770,-4.44263770
D´GRANADA SOUVENIRS,660 81 18 19,"C. Oficios, 12",Granada,18001,,ES,https://dgranada.com/,"https://maps.google.com?daddr=C.%20Oficios%2C%2012,+Granada,++18001,+ES",37.17597690,-3.59858700
ANTONIO GOMEZ,646 12 94 32,"C/ Cervantes, 1",Motril,18600,GRANADA,ES,https://www.camisaslavespitamotril.es/,"https://maps.google.com?daddr=C%2F%20Cervantes%2C%201,+Motril,+GRANADA+18600,+ES",36.74641205,-3.51833400
Nivalis - Ski and Mountain,958 48 78 08,"Carretera de Sierra Nevada, 93","Cenes de la Vega, Granada",18190,Granada,ES,https://www.tiendasnivalis.com/,"https://maps.google.com?daddr=Carretera%20de%20Sierra%20Nevada%2C%2093,+Cenes%20de%20la%20Vega%2C%20Granada,+Granada+18190,+ES",37.15781100,-3.53122400
Deportes la Imperial,958 52 34 77,"Calle Mesones, 29",Granada,18001,Spain,ES,,"https://maps.google.com?daddr=Calle%20Mesones%2C%2029,+Granada,+Spain+18001,+ES",37.17461609,-3.60043590
Maria Carmen Lopez Canton,647 75 91 92,"C. la Goleta, 17",El Ejido,04711,Almería,ES,,"https://maps.google.com?daddr=C.%20la%20Goleta%2C%2017,+El%20Ejido,+Almer%C3%ADa+04711,+ES",36.69875370,-2.79131400
INOXIDABLES HISPANIA,968 92 85 68,C/ Uruguay - Parcela 8-28 C,Alcantarilla,30820,Murcia,ES,,"https://maps.google.com?daddr=C%2F%20Uruguay%20-%20Parcela%208-28%20C,+Alcantarilla,+Murcia+30820,+ES",37.95983000,-1.19838000
Confección Lomen,968 50 67 27,"C/ Canales, 7",Cartagena,30201,Murcia,ES,https://www.lomencartagena.com/,"https://maps.google.com?daddr=C%2F%20Canales%2C%207,+Cartagena,+Murcia+30201,+ES",37.60420670,-0.98896990
Urban Sport Center Torrevieja,966 92 77 19,Pso. Juan Aparicio 11,Torrevieja,03182,Alicante,ES,,"https://maps.google.com?daddr=Pso.%20Juan%20Aparicio%2011,+Torrevieja,+Alicante+03182,+ES",37.97520622,-0.67446111
La Milla de Oro Zenia,677 06 92 51,"C. Jade, Local 76",Dehesa de Campoamor,03189,Alicante,ES,,"https://maps.google.com?daddr=C.%20Jade%2C%20Local%2076,+Dehesa%20de%20Campoamor,+Alicante+03189,+ES",37.92933850,-0.73491470
La Boutique del Navegante,620 83 87 75,Av. de las Salinas,San Pedro del Pinatar,30740,Murcia,ES,,"https://maps.google.com?daddr=Av.%20de%20las%20Salinas,+San%20Pedro%20del%20Pinatar,+Murcia+30740,+ES",37.83400000,-0.78399000
Deportes Román,968 57 98 98,"Av. de la Estación, 31",Torre-Pacheco,30700,Murcia,ES,http://deportesroman.com/,"https://maps.google.com?daddr=Av.%20de%20la%20Estaci%C3%B3n%2C%2031,+Torre-Pacheco,+Murcia+30700,+ES",37.74422618,-0.95778157
Pasgar Sport,966 28 66 15,"P.º Juan Aparicio, Nº 6",Torrevieja,03182,Alicante,ES,http://www.pasgarsport.com/,"https://maps.google.com?daddr=P.%C2%BA%20Juan%20Aparicio%2C%20N%C2%BA%206,+Torrevieja,+Alicante+03182,+ES",37.97471100,-0.67646900
HIPO CAMPS,,"C.C. Bahía Sur, Loc. C-48-49",SAN FERNANDO,11100,CADIZ,ES,,"https://maps.google.com?daddr=C.C.%20Bah%C3%ADa%20Sur%2C%20Loc.%20C-48-49,+SAN%20FERNANDO,+CADIZ+11100,+ES",36.46859654,-6.20315578
HELLY HANSEN Tarifa,956 68 53 77,N-340 KM 83,Tarifa,11380,Cádiz,ES,,"https://maps.google.com?daddr=N-340%20KM%2083,+Tarifa,+C%C3%A1diz+11380,+ES",36.01408200,-5.60441300
Intersport,952 80 22 36,"Calle Terraza, 42",Estepona,29680,Málaga,ES,https://www.intersport.es/tiendas?storeID=00204564,"https://maps.google.com?daddr=Calle%20Terraza%2C%2042,+Estepona,+M%C3%A1laga+29680,+ES",36.42723597,-5.14528430
J M Blau S L,956 51 39 14,"C. Camoens, 7",Ceuta,51001,,ES,https://www.instagram.com/jm_blau/?igshid=rq3fg677zcsk,"https://maps.google.com?daddr=C.%20Camoens%2C%207,+Ceuta,++51001,+ES",35.88750400,-5.30968920
Outlet Sport,956 52 41 01,"Av. Martínez Catena, 102",Ceuta,51002,CEUTA,ES,,"https://maps.google.com?daddr=Av.%20Mart%C3%ADnez%20Catena%2C%20102,+Ceuta,+CEUTA+51002,+ES",35.88412187,-5.31772832
La Escocesa,956 17 02 96,"C. Real, 12",La Línea de la Concepción,11300,Cádiz,ES,https://www.laescocesa.es/,"https://maps.google.com?daddr=C.%20Real%2C%2012,+La%20L%C3%ADnea%20de%20la%20Concepci%C3%B3n,+C%C3%A1diz+11300,+ES",36.16648500,-5.34904800
INDUSTRIA BLANCO ROPERO S.L.,956 57 45 70,"Lorena, 10",Algeciras,11206,Cádiz,ES,,"https://maps.google.com?daddr=Lorena%2C%2010,+Algeciras,+C%C3%A1diz+11206,+ES",36.11228890,-5.47102560
Maszapatillas,956 65 20 44,"C. Regino Martínez, 15",Algeciras,11201,Cádiz,ES,https://maszapatillas.com/gb/,"https://maps.google.com?daddr=C.%20Regino%20Mart%C3%ADnez%2C%2015,+Algeciras,+C%C3%A1diz+11201,+ES",36.13255000,-5.44861000
Intersport Empire,956 51 54 41,"P.º de la Marina Española, 14",Ceuta,51001,,ES,https://www.intersport.es/,"https://maps.google.com?daddr=P.%C2%BA%20de%20la%20Marina%20Espa%C3%B1ola%2C%2014,+Ceuta,++51001,+ES",36.05090135,-5.26677583
ASACO 19 S.L.U.,670 38 64 52,"C. Aurora, 37",La Línea de la Concepción,11300,Cádiz,ES,http://www.sportasaco.com,"https://maps.google.com?daddr=C.%20Aurora%2C%2037,+La%20L%C3%ADnea%20de%20la%20Concepci%C3%B3n,+C%C3%A1diz+11300,+ES",36.16343745,-5.35263395
EL CORTE INGLES/HH MARBELLA,909 22 44 11,"CALLE RAMÓN ARECES, S/N",MARBELLA,29006,MALAGA,ES,https://www.elcorteingles.es/helly-hansen/deportes/,"https://maps.google.com?daddr=CALLE%20RAM%C3%93N%20ARECES%2C%20S%2FN,+MARBELLA,+MALAGA+29006,+ES",36.49056910,-4.95254350
FERNANDO RODRIGUEZ CONTRERAS,856 66 49 46,CALLE REAL 59,CEUTA,51001,CEUTA,ES,,"https://maps.google.com?daddr=CALLE%20REAL%2059,+CEUTA,+CEUTA+51001,+ES",35.88941605,-5.30346310
PROMARINA CENTER,699 19 43 57,PUERTO DEPORTIVO ALCAIDESA,LA LINEA,11300,Cadiz,ES,https://www.nauticapromarina.com/es/,"https://maps.google.com?daddr=PUERTO%20DEPORTIVO%20ALCAIDESA,+LA%20LINEA,+Cadiz+11300,+ES",36.168255,-5.349472
Base Sport Center,952 69 00 48,"Av de Rey Juan Carlos, 25",MELILLA,52001 ,MELILLA,ES,https://sportcentermelilla.es/,"https://maps.google.com?daddr=Av%20de%20Rey%20Juan%20Carlos%2C%2025,+MELILLA,+MELILLA+52001 ,+ES",35.29332846,-2.94257552
Pura Raza,952 68 39 75,"C. Gral. Prim, 22",Melilla,52001,,ES,,"https://maps.google.com?daddr=C.%20Gral.%20Prim%2C%2022,+Melilla,++52001,+ES",35.28935000,-2.94076500
FOOT ON MARS,,"C/ O' DONNELL, 4",MELILLA,52001,MELILLA,ES,https://www.footonmars.com/,"https://maps.google.com?daddr=C%2F%20O%27%20DONNELL%2C%204,+MELILLA,+MELILLA+52001,+ES",35.29306,-2.94013524
TODODEPORTE-INTERSPORT,928 80 16 71,"C/ Francos, 10",Arrecife d/Lanzarote,33500,Canarias,ES,https://www.intersport.es/,"https://maps.google.com?daddr=C%2F%20Francos%2C%2010,+Arrecife%20d%2FLanzarote,+Canarias+33500,+ES",28.96516940,-13.55503630
Central de Estadio Sport,928 63 45 63,"C. los Agapantos, 7",Arucas,35413,Las Palmas,ES,https://estadiosport.net/,"https://maps.google.com?daddr=C.%20los%20Agapantos%2C%207,+Arucas,+Las%20Palmas+35413,+ES",28.13279390,-15.49184671
El Corte Inglés,928 26 30 00,"Av. José Mesa y López, 18",Las Palmas de Gran Canaria,35007,Las Palmas,ES,https://www.elcorteingles.es/helly-hansen/deportes/,"https://maps.google.com?daddr=Av.%20Jos%C3%A9%20Mesa%20y%20L%C3%B3pez%2C%2018,+Las%20Palmas%20de%20Gran%20Canaria,+Las%20Palmas+35007,+ES",28.13446096,-15.43125283
Marmare,928 29 63 52,"C. Joaquín Blanco Torrent, 23",Las Palmas de Gran Canaria,35004,Las Palmas,ES,http://www.marmare.es,"https://maps.google.com?daddr=C.%20Joaqu%C3%ADn%20Blanco%20Torrent%2C%2023,+Las%20Palmas%20de%20Gran%20Canaria,+Las%20Palmas+35004,+ES",28.12240000,-15.42442000
ALLSPORT,965 015 229,"C.C. Libano - Loja N.1, Rua de Igreja Nova",Caniçal,9200-032,MADEIRA,PT,,"https://maps.google.com?daddr=C.C.%20Libano%20-%20Loja%20N.1%2C%20Rua%20de%20Igreja%20Nova,+Cani%C3%A7al,+MADEIRA+9200-032,+PT",32.73808265,-16.73772909
NOVA MINERVA,,"RUA DA ALFANDEGA, 31",FUNCHAL,9000-049,MADEIRA,PT,https://www.novaminerva.com/,"https://maps.google.com?daddr=RUA%20DA%20ALFANDEGA%2C%2031,+FUNCHAL,+MADEIRA+9000-049,+PT",32.647648,-16.907646
SNIPER OUTDOOR - MADALENA,,LARGO CARDEAL COSTA NUNES Nº8 R/C ANTIGO LARGO 5 DE OUTUBRO,MADALENA,9950-324,AÇORES,PT,,"https://maps.google.com?daddr=LARGO%20CARDEAL%20COSTA%20NUNES%20N%C2%BA8%20R%2FC%20ANTIGO%20LARGO%205%20DE%20OUTUBRO,+MADALENA,+A%C3%87ORES+9950-324,+PT",38.532642,-28.529964
